id,grade_level,sex,race,gpa,econ_dis,disability,dis_cat,lang,iss_off,iss_days,subj_off,days_absent
4196,11th Grade,Female,White,2.33,No,No,Not Applicable,English,1,1,2,6
4197,7th Grade,Female,White,2,Yes,Yes,Developmental Delay,Russian,0,0,0,1
4198,10th Grade,Female,White,2.33,No,No,Not Applicable,Other,0,0,0,1
4199,4th Grade,Female,Black,2.67,No,Yes,Specific Learning Disability,English,0,0,0,3
4200,10th Grade,Female,Black,2,No,No,Not Applicable,English,,,,40
4201,7th Grade,Male,White,2.33,Yes,No,Not Applicable,English,0,0,0,3
4202,Kindergarten,Male,White,3,Yes,No,Not Applicable,Spanish,0,0,0,2
4203,7th Grade,Female,White,3.33,No,No,Not Applicable,English,0,0,0,4
4204,1st Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,3
4205,4th Grade,Female,White,2,Yes,No,Not Applicable,English,2,2,4,10
4206,3rd Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,0
4207,11th Grade,Male,Asian,2.33,Yes,No,Not Applicable,Other,0,0,0,3
4208,9th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,1
4209,8th Grade,Female,Black,3,No,No,Not Applicable,English,0,0,0,0
4210,Kindergarten,Female,Hispanic,3.33,No,No,Not Applicable,English,0,0,0,2
4211,5th Grade,Female,White,2.33,Yes,No,Not Applicable,Other,0,0,0,0
4212,8th Grade,Male,White,3,No,No,Not Applicable,English,0,0,1,1
4213,6th Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,2
4214,11th Grade,Female,White,2.33,No,No,Not Applicable,English,0,0,0,3
4215,9th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,1
4216,5th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,4
4217,12th Grade,Male,White,3,No,Yes,Specific Learning Disability,English,1,1,3,6
4218,3rd Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,2
4219,12th Grade,Female,Black,2.33,No,No,Not Applicable,English,0,0,0,2
4220,7th Grade,Female,White,1.67,No,No,Not Applicable,Spanish,0,0,0,0
4221,11th Grade,Female,White,2.33,No,No,Not Applicable,English,0,0,0,1
4222,4th Grade,Female,White,3,Yes,Yes,Speech/Language Impairments,English,0,0,2,4
4223,4th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,1
4224,6th Grade,Female,White,2,No,No,Not Applicable,English,0,0,0,4
4225,9th Grade,Male,White,3,No,Yes,Speech/Language Impairments,English,0,0,0,4
4226,7th Grade,Female,White,3.33,Yes,No,Not Applicable,English,,,,7
4227,3rd Grade,Male,White,2.33,No,No,Not Applicable,English,0,0,0,3
4228,11th Grade,Male,White,2.67,No,No,Not Applicable,Other,0,0,0,2
4229,4th Grade,Female,White,3,No,Yes,Specific Learning Disability,English,0,0,0,0
4230,10th Grade,Male,White,2.33,Yes,No,Not Applicable,English,0,0,1,2
4231,5th Grade,Female,Black,3,No,No,Not Applicable,English,0,0,0,5
4232,4th Grade,Female,White,3.33,No,No,Not Applicable,Arabic,1,2,5,7
4233,8th Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,1
4234,4th Grade,Male,Multi-racial,2.33,Yes,No,Not Applicable,Spanish,0,0,0,2
4235,Kindergarten,Male,White,4,Yes,No,Not Applicable,Other,0,0,0,0
4236,12th Grade,Female,White,2.33,Yes,No,Not Applicable,English,0,0,0,1
4237,Kindergarten,Female,Asian,2.33,No,No,Not Applicable,English,0,0,0,3
4238,12th Grade,Male,White,3.33,Yes,No,Not Applicable,English,0,0,0,1
4239,5th Grade,Female,White,2.67,Yes,No,Not Applicable,Spanish,0,0,1,1
4240,4th Grade,Male,White,3.33,Yes,Yes,Specific Learning Disability,English,0,0,0,2
4241,12th Grade,Male,Hispanic,3,No,No,Not Applicable,English,0,0,1,2
4242,9th Grade,Female,White,3,Yes,No,Not Applicable,Spanish,0,0,0,4
4243,6th Grade,Male,Hispanic,2.67,No,No,Not Applicable,English,1,1,1,6
4244,1st Grade,Male,White,3,No,No,Not Applicable,English,,,,30
4245,Pre-K,Female,White,3.67,Yes,Yes,Speech/Language Impairments,Spanish,0,0,0,2
4246,9th Grade,Male,Asian,2.67,No,No,Not Applicable,English,0,0,0,0
4247,Pre-K,Male,White,3,No,No,Not Applicable,English,0,0,0,1
4248,Kindergarten,Female,White,3,Yes,Yes,Speech/Language Impairments,English,0,0,0,2
4249,Pre-K,Male,White,2.33,Yes,No,Not Applicable,Other,0,0,0,1
4250,7th Grade,Female,Black,2.33,No,No,Not Applicable,English,1,1,1,8
4251,2nd Grade,Male,White,2,No,No,Not Applicable,English,0,0,0,4
4252,9th Grade,Female,Black,3,No,No,Not Applicable,English,0,0,0,1
4253,4th Grade,Male,Black,3.33,No,No,Not Applicable,English,0,0,0,1
4254,5th Grade,Male,Black,3,Yes,No,Not Applicable,English,0,0,0,2
4255,3rd Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,0
4256,5th Grade,Female,White,2.33,No,Yes,Specific Learning Disability,Spanish,0,0,0,3
4257,Pre-K,Male,White,2,No,No,Not Applicable,English,,,,17
4258,1st Grade,Female,White,3,Yes,No,Not Applicable,English,7,5,1,6
4259,Pre-K,Male,Hispanic,2.67,Yes,No,Not Applicable,English,0,0,0,4
4260,6th Grade,Female,Hispanic,2.67,Yes,No,Not Applicable,English,0,0,0,1
4261,2nd Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,1
4262,2nd Grade,Female,White,3.33,Yes,No,Not Applicable,English,4,3,1,9
4263,5th Grade,Female,White,2.67,Yes,No,Not Applicable,English,2,2,1,6
4264,11th Grade,Female,White,2.33,No,No,Not Applicable,English,0,0,0,1
4265,Pre-K,Male,White,2.67,No,Yes,Specific Learning Disability,English,0,0,0,2
4266,9th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,2
4267,6th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,2
4268,9th Grade,Female,White,2.67,Yes,No,Not Applicable,English,,,,50
4269,12th Grade,Female,Hispanic,2,Yes,Yes,Autism,English,0,0,0,1
4270,3rd Grade,Female,White,2.67,Yes,Yes,Emotional Disturbance,English,0,0,0,3
4271,Pre-K,Male,Asian,2.67,No,No,Not Applicable,English,0,0,0,2
4272,1st Grade,Male,Hispanic,3.33,No,No,Not Applicable,English,0,0,0,1
4273,10th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,1
4274,11th Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,2
4275,6th Grade,,White,3.33,No,No,Not Applicable,English,0,0,0,3
4276,7th Grade,Male,Hispanic,3,Yes,Yes,Specific Learning Disability,English,0,0,0,1
4277,Kindergarten,Female,White,4,Yes,No,Not Applicable,English,1,1,1,12
4278,Pre-K,Male,White,2.67,No,No,Not Applicable,English,0,0,0,1
4279,1st Grade,Male,White,2,Yes,Yes,Specific Learning Disability,English,0,0,0,3
4280,8th Grade,Female,White,2.67,No,No,Not Applicable,Other,0,0,0,1
4281,Kindergarten,Female,Hispanic,3,No,No,Not Applicable,English,0,0,0,1
4282,6th Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,1
4283,4th Grade,Male,White,2.67,Yes,No,Not Applicable,Spanish,0,0,1,2
4284,2nd Grade,Male,White,2.33,No,No,Not Applicable,English,,,,6
4285,7th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,1
4286,9th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,0
4287,1st Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,4
4288,3rd Grade,Female,White,3.33,No,No,Not Applicable,English,0,0,0,1
4289,3rd Grade,Male,White,2.67,Yes,Yes,Speech/Language Impairments,English,,,,6
4290,4th Grade,Male,White,3,No,No,Not Applicable,Spanish,0,0,0,5
4291,11th Grade,Female,Hispanic,3,Yes,No,Not Applicable,English,0,0,0,1
4292,Pre-K,Female,Hispanic,2.33,Yes,No,Not Applicable,English,0,0,0,2
4293,10th Grade,Female,White,3,Yes,Yes,Specific Learning Disability,English,0,0,0,1
4294,3rd Grade,Female,Hispanic,2.67,No,No,Not Applicable,English,0,0,0,3
4295,4th Grade,Male,White,2.33,No,No,Not Applicable,English,0,0,0,1
4296,5th Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,2
4297,12th Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,0
4298,10th Grade,Male,White,2.33,No,No,Not Applicable,English,0,0,0,1
4299,5th Grade,Female,White,3.33,No,No,Not Applicable,English,0,0,0,2
4300,7th Grade,Male,White,3,No,No,Not Applicable,Other,0,0,0,3
4301,Pre-K,Male,White,2.67,No,No,Not Applicable,English,0,0,0,5
4302,Kindergarten,Male,White,3.33,Yes,Yes,Other,English,0,0,0,2
4303,12th Grade,Male,Hispanic,3.33,No,No,Not Applicable,Other,0,0,0,5
4304,3rd Grade,Female,White,2.67,No,No,Not Applicable,Spanish,0,0,0,0
4305,Kindergarten,Female,White,3.33,No,No,Not Applicable,English,0,0,0,1
4306,5th Grade,Female,White,2.33,No,Yes,Specific Learning Disability,English,2,2,3,13
4307,2nd Grade,Male,,2.33,No,No,Not Applicable,Spanish,0,0,0,4
4308,12th Grade,Female,White,3.33,Yes,No,Not Applicable,English,0,0,0,1
4309,4th Grade,Male,White,2.33,No,No,Not Applicable,English,0,0,0,2
4310,7th Grade,Female,White,2.67,No,No,Not Applicable,Vietnamese,0,0,0,2
4311,Kindergarten,Female,White,2.33,No,No,Not Applicable,English,0,0,0,0
4312,9th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,2
4313,1st Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,0
4314,8th Grade,Female,White,2,No,No,Not Applicable,English,0,0,0,2
4315,8th Grade,Male,White,3.33,Yes,No,Not Applicable,Other,0,0,1,3
4316,6th Grade,Male,Hispanic,2.67,Yes,Yes,Speech/Language Impairments,English,0,0,0,1
4317,7th Grade,Male,White,2.33,No,No,Not Applicable,English,0,0,0,5
4318,10th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,2
4319,Kindergarten,Female,White,3,No,No,Not Applicable,Chinese,0,0,0,2
4320,6th Grade,Female,White,3,No,Yes,Speech/Language Impairments,English,0,0,0,3
4321,1st Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,2
4322,1st Grade,Female,White,3.33,Yes,No,Not Applicable,Spanish,0,0,0,3
4323,6th Grade,Female,Hispanic,2.67,Yes,No,Not Applicable,English,0,0,0,3
4324,10th Grade,Female,White,2.33,Yes,No,Not Applicable,English,0,0,0,1
4325,7th Grade,Male,White,2,Yes,No,Not Applicable,English,0,0,0,4
4326,11th Grade,Male,Hispanic,2,Yes,No,Not Applicable,English,0,0,0,1
4327,8th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,5
4328,11th Grade,Female,White,2.33,No,No,Not Applicable,English,0,0,0,4
4329,3rd Grade,Female,White,2,No,No,Not Applicable,English,0,0,0,2
4330,10th Grade,Male,White,2,Yes,No,Not Applicable,English,0,0,0,1
4331,Pre-K,Male,Hispanic,3,Yes,No,Not Applicable,English,0,0,2,1
4332,4th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,1
4333,12th Grade,Male,White,2.33,Yes,No,Not Applicable,Spanish,0,0,0,3
4334,8th Grade,Female,White,3.33,No,Yes,Other,English,0,0,0,5
4335,11th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,1
4336,5th Grade,Female,Hispanic,3,No,No,Not Applicable,English,0,0,0,0
4337,10th Grade,Female,Asian,3,Yes,No,Not Applicable,English,0,0,0,2
4338,8th Grade,Male,White,3.33,No,Yes,Specific Learning Disability,English,0,0,0,1
4339,7th Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,3
4340,6th Grade,Male,White,2.67,No,No,Not Applicable,Other,0,0,0,1
4341,6th Grade,Female,Multi-racial,2.67,No,No,Not Applicable,English,0,0,0,0
4342,Pre-K,Female,Hispanic,4,No,No,Not Applicable,English,0,0,0,2
4343,7th Grade,Female,Hispanic,2.67,No,No,Not Applicable,Other,0,0,0,0
4344,6th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,2
4345,4th Grade,Female,White,2.33,Yes,No,Not Applicable,Other,0,0,0,3
4346,5th Grade,Female,Hispanic,2.67,No,No,Not Applicable,English,0,0,0,5
4347,Pre-K,Female,White,2.67,Yes,Yes,Speech/Language Impairments,English,0,0,0,2
4348,5th Grade,Female,Hispanic,2.33,No,Yes,Other,English,0,0,0,0
4349,1st Grade,Male,White,2.67,Yes,No,Not Applicable,English,5,4,3,8
4350,11th Grade,Female,White,2.67,No,Yes,Autism,English,0,0,0,3
4351,12th Grade,Male,White,3.33,Yes,No,Not Applicable,Spanish,0,0,0,3
4352,1st Grade,Female,White,3.33,Yes,No,Not Applicable,English,0,0,0,2
4353,1st Grade,Female,White,3,Yes,No,Not Applicable,English,2,2,2,6
4354,11th Grade,Male,Hispanic,2.67,Yes,No,Not Applicable,Spanish,0,0,0,0
4355,5th Grade,Female,Hispanic,3.67,Yes,No,Not Applicable,English,0,0,0,1
4356,3rd Grade,Male,White,3,Yes,No,Not Applicable,Spanish,0,0,0,1
4357,8th Grade,Male,Hispanic,2,No,No,Not Applicable,Other,0,0,0,3
4358,9th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,1
4359,9th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,4
4360,11th Grade,Female,White,3,Yes,Yes,Speech/Language Impairments,Spanish,0,0,0,0
4361,8th Grade,Female,Black,3.33,No,No,Not Applicable,Other,0,0,0,1
4362,4th Grade,Male,Hispanic,3,Yes,Yes,Specific Learning Disability,English,0,0,0,2
4363,4th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,3
4364,10th Grade,Male,,2.33,Yes,Yes,Other,English,0,0,0,0
4365,9th Grade,Male,Black,3,No,No,Not Applicable,Spanish,0,0,0,0
4366,4th Grade,Male,White,3.33,No,Yes,Other,English,0,0,0,1
4367,2nd Grade,Male,White,2.33,No,No,Not Applicable,English,0,0,0,3
4368,7th Grade,Female,White,2.67,Yes,No,Not Applicable,English,1,1,1,14
4369,Pre-K,Male,Black,2,Yes,No,Not Applicable,Arabic,0,0,0,0
4370,6th Grade,Female,Black,2.33,Yes,No,Not Applicable,English,0,0,0,1
4371,4th Grade,Male,Hispanic,3.33,No,No,Not Applicable,English,0,0,0,2
4372,6th Grade,Female,White,3.33,No,No,Not Applicable,English,0,0,0,0
4373,6th Grade,Female,White,3.33,No,No,Not Applicable,English,0,0,0,1
4374,10th Grade,Female,White,1.67,Yes,No,Not Applicable,English,0,0,0,4
4375,2nd Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,1
4376,4th Grade,Female,Hispanic,3,No,Yes,Autism,English,0,0,0,3
4377,4th Grade,Male,Asian,2.67,Yes,Yes,Developmental Delay,English,0,0,0,1
4378,Pre-K,Male,White,3,No,No,Not Applicable,English,0,0,0,1
4379,5th Grade,Male,Black,3,No,No,Not Applicable,English,0,0,0,4
4380,Pre-K,Male,Asian,2.67,Yes,Yes,Other,English,0,0,0,3
4381,6th Grade,Female,Black,2.67,Yes,No,Not Applicable,English,0,0,0,4
4382,2nd Grade,Male,Hispanic,3,No,No,Not Applicable,English,0,0,0,5
4383,5th Grade,Female,White,2.67,No,No,Not Applicable,English,0,0,0,3
4384,10th Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,1
4385,8th Grade,Male,White,2,No,No,Not Applicable,English,0,0,0,0
4386,11th Grade,Female,Black,2.33,No,No,Not Applicable,English,0,0,0,1
4387,5th Grade,Female,White,2.33,No,No,Not Applicable,English,0,0,0,2
4388,12th Grade,Male,White,2,Yes,Yes,Emotional Disturbance,English,0,0,0,1
4389,6th Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,3
4390,12th Grade,Male,Black,3.33,No,No,Not Applicable,English,0,0,0,1
4391,Kindergarten,Male,White,3,No,No,Not Applicable,Spanish,0,0,0,5
4392,Kindergarten,Male,White,2,No,No,Not Applicable,Other,0,0,0,1
4393,2nd Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,1
4394,7th Grade,Female,Black,2.33,Yes,No,Not Applicable,English,1,1,2,7
4395,10th Grade,Male,White,3.33,Yes,No,Not Applicable,English,0,0,0,4
4396,12th Grade,Female,White,3,No,No,Not Applicable,English,1,1,3,6
4397,4th Grade,Male,White,3,No,Yes,Specific Learning Disability,English,0,0,0,2
4398,11th Grade,Male,White,3.67,No,No,Not Applicable,Spanish,0,0,0,2
4399,2nd Grade,Female,Black,3.33,Yes,No,Not Applicable,English,0,0,0,0
4400,6th Grade,Male,White,2.67,Yes,No,Not Applicable,Spanish,0,0,0,1
4401,Kindergarten,Male,White,2,Yes,No,Not Applicable,English,0,0,0,2
4402,Pre-K,Female,Hispanic,2.67,No,Yes,Autism,Other,0,0,0,1
4403,5th Grade,Male,White,2.33,Yes,No,Not Applicable,Spanish,3,3,1,6
4404,6th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,2,3
4405,8th Grade,Male,Multi-racial,2.67,Yes,No,Not Applicable,English,0,0,0,1
4406,8th Grade,Male,White,2.67,Yes,No,Not Applicable,Spanish,0,0,0,3
4407,11th Grade,Female,White,2.33,Yes,No,Not Applicable,Other,0,0,0,0
4408,1st Grade,Male,White,2.67,Yes,No,Not Applicable,English,0,0,0,2
4409,1st Grade,Male,Hispanic,2.67,No,No,Not Applicable,English,0,0,0,4
4410,12th Grade,Male,White,2.33,Yes,No,Not Applicable,English,0,0,0,1
4411,10th Grade,Female,Black,2.67,Yes,Yes,Other,English,0,0,0,4
4412,Pre-K,Female,Black,3,Yes,No,Not Applicable,Spanish,0,0,0,0
4413,1st Grade,Male,White,3,Yes,No,Not Applicable,English,3,3,1,6
4414,1st Grade,Female,White,3,No,Yes,Specific Learning Disability,English,,,,35
4415,7th Grade,Female,Hispanic,3,No,No,Not Applicable,English,0,0,0,2
4416,7th Grade,Female,White,3,Yes,No,Not Applicable,English,0,0,0,1
4417,Kindergarten,,White,2.67,Yes,No,Not Applicable,English,0,0,0,2
4418,Pre-K,Male,White,3.33,No,No,Not Applicable,Other,0,0,0,1
4419,7th Grade,Female,Black,2,Yes,Yes,Other,English,0,0,0,0
4420,7th Grade,Female,Asian,2.33,Yes,No,Not Applicable,Other,0,0,0,3
4421,6th Grade,Male,Hispanic,3.33,No,No,Not Applicable,English,0,0,0,2
4422,4th Grade,Male,Black,3,No,No,Not Applicable,English,0,0,0,4
4423,7th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,0
4424,6th Grade,Male,White,3.33,No,No,Not Applicable,English,0,0,0,1
4425,12th Grade,,Hispanic,2.33,No,No,Not Applicable,English,0,0,0,1
4426,12th Grade,Female,White,2.67,Yes,No,Not Applicable,Vietnamese,12,18,10,11
4427,11th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,0
4428,Kindergarten,Male,Hispanic,3.33,No,No,Not Applicable,English,0,0,1,1
4429,6th Grade,Male,Hispanic,3,Yes,No,Not Applicable,Spanish,0,0,0,1
4430,6th Grade,Male,White,2.67,No,No,Not Applicable,English,0,0,0,2
4431,10th Grade,Female,Hispanic,3.33,Yes,No,Not Applicable,Other,0,0,0,0
4432,12th Grade,Female,White,3,No,No,Not Applicable,Spanish,0,0,0,2
4433,8th Grade,Male,White,2,Yes,No,Not Applicable,English,0,0,0,4
4434,6th Grade,Female,White,2.67,Yes,No,Not Applicable,English,1,1,7,7
4435,12th Grade,Female,White,3,No,No,Not Applicable,English,0,0,0,0
4436,8th Grade,Female,Hispanic,2.33,Yes,No,Not Applicable,English,0,0,0,1
4437,8th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,3
4438,3rd Grade,Male,Asian,2.67,No,No,Not Applicable,English,0,0,0,4
4439,6th Grade,Male,,2.67,Yes,No,Not Applicable,Spanish,0,0,0,2
4440,12th Grade,Female,Black,2.67,Yes,No,Not Applicable,Spanish,0,0,0,4
4441,Pre-K,Male,Black,2,Yes,No,Not Applicable,English,0,0,1,3
4442,1st Grade,Male,Black,2,No,No,Not Applicable,English,0,0,0,1
4443,6th Grade,Male,White,3.33,Yes,No,Not Applicable,English,0,0,0,1
4444,7th Grade,Female,Hispanic,2.67,Yes,No,Not Applicable,English,0,0,0,1
4445,6th Grade,Female,Black,2,No,No,Not Applicable,English,,,,27
4446,3rd Grade,Female,Hispanic,2,No,No,Not Applicable,Spanish,0,0,1,1
4447,5th Grade,Female,Black,3,No,No,Not Applicable,English,0,0,0,0
4448,10th Grade,Male,Hispanic,3.67,No,No,Not Applicable,English,0,0,0,5
4449,4th Grade,Male,White,2.67,Yes,No,Not Applicable,Spanish,0,0,0,0
4450,12th Grade,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,2
4451,5th Grade,Female,White,3.67,Yes,No,Not Applicable,English,0,0,0,5
4452,5th Grade,Male,White,3.33,Yes,Yes,Autism,English,0,0,0,0
4453,2nd Grade,Male,White,2.67,No,Yes,Other,Spanish,0,0,0,2
4454,3rd Grade,Female,White,3,No,No,Not Applicable,Spanish,0,0,0,4
4455,6th Grade,Female,White,2,No,No,Not Applicable,English,0,0,0,3
4456,6th Grade,Female,White,2.33,Yes,No,Not Applicable,Spanish,0,0,0,2
4457,6th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,1
4458,10th Grade,Female,Hispanic,2.67,No,No,Not Applicable,English,0,0,0,2
4459,3rd Grade,Female,Black,2.33,Yes,No,Not Applicable,English,,,,44
4460,3rd Grade,Male,Black,3.67,No,No,Not Applicable,English,0,0,0,5
4461,Kindergarten,Male,White,3,No,No,Not Applicable,Other,0,0,0,1
4462,1st Grade,Female,White,2,Yes,No,Not Applicable,English,0,0,0,1
4463,5th Grade,Male,White,2.67,Yes,No,Not Applicable,Spanish,,,,14
4464,6th Grade,Male,White,2.67,No,No,Not Applicable,Other,0,0,0,0
4465,1st Grade,Male,Black,2.33,No,Yes,Other,English,0,0,0,2
4466,4th Grade,Female,White,2.67,No,Yes,Specific Learning Disability,Spanish,0,0,0,0
4467,1st Grade,Male,White,3,No,No,Not Applicable,Other,3,3,1,11
4468,1st Grade,Female,White,3,No,No,Not Applicable,English,0,0,1,1
4469,5th Grade,Male,Multi-racial,3.33,No,No,Not Applicable,Other,0,0,0,4
4470,Kindergarten,Female,Black,3.67,Yes,No,Not Applicable,English,0,0,1,2
4471,2nd Grade,Female,Black,2.33,No,No,Not Applicable,English,2,2,1,15
4472,1st Grade,Male,White,2.33,No,No,Not Applicable,Other,2,2,2,6
4473,Pre-K,Male,Black,3,Yes,No,Not Applicable,English,0,0,0,3
4474,Pre-K,Female,White,3,Yes,No,Not Applicable,Spanish,6,10,11,6
4475,9th Grade,Female,Black,2.33,No,No,Not Applicable,English,0,0,0,0
4476,4th Grade,Female,White,3.33,No,No,Not Applicable,Other,0,0,1,1
4477,1st Grade,Female,White,3,No,No,Not Applicable,Arabic,0,0,0,1
4478,8th Grade,Female,White,2,Yes,No,Not Applicable,English,0,0,0,2
4479,11th Grade,Female,Hispanic,2.67,Yes,No,Not Applicable,Other,0,0,0,1
4480,6th Grade,Female,Black,2.67,No,No,Not Applicable,English,0,0,0,0
4481,3rd Grade,Female,Black,3,Yes,No,Not Applicable,English,0,0,0,2
4482,10th Grade,Female,Black,3.67,Yes,No,Not Applicable,English,0,0,0,0
4483,6th Grade,Female,White,3,No,No,Not Applicable,Other,0,0,0,1
4484,8th Grade,Female,White,2.33,No,No,Not Applicable,English,0,0,0,1
4485,Kindergarten,Male,White,3,Yes,No,Not Applicable,Other,0,0,1,1
4486,6th Grade,Male,White,3,No,No,Not Applicable,English,0,0,0,2
4487,2nd Grade,Male,White,3.33,Yes,Yes,Other,English,2,2,3,14
4488,6th Grade,Male,Hispanic,3,No,No,Not Applicable,English,0,0,0,4
4489,6th Grade,Male,White,3.67,Yes,Yes,Specific Learning Disability,English,0,0,0,2
4490,2nd Grade,Male,White,2.33,No,No,Not Applicable,English,2,2,1,8
4491,6th Grade,Male,White,2,Yes,No,Not Applicable,Spanish,0,0,0,0
4492,4th Grade,Female,Black,2.67,Yes,No,Not Applicable,English,0,0,0,3
4493,11th Grade,Male,Asian,2,No,No,Not Applicable,Other,0,0,0,0
4494,4th Grade,Male,White,2.67,Yes,No,Not Applicable,Spanish,,,,7
4495,Pre-K,Female,White,2.67,Yes,No,Not Applicable,English,0,0,0,2
4496,4th Grade,Female,Other,2.33,No,No,Not Applicable,English,0,0,0,4
4497,7th Grade,Male,White,3,Yes,No,Not Applicable,English,0,0,0,2
4498,3rd Grade,Male,White,2,Yes,No,Not Applicable,English,0,0,0,1
4499,5th Grade,Male,Asian,2.67,Yes,No,Not Applicable,English,,,,19
4500,5th Grade,Female,White,3.67,Yes,No,Not Applicable,English,0,0,0,4
4501,9th Grade,Female,White,2,No,No,Not Applicable,English,1,1,1,6
4502,4th Grade,Male,White,2.67,No,Yes,Specific Learning Disability,Spanish,0,0,0,1
4503,7th Grade,Female,Black,3,No,No,Not Applicable,Spanish,0,0,0,4
4504,4th Grade,Male,White,3,No,No,Not Applicable,Spanish,0,0,0,2
4505,9th Grade,Female,White,3.67,No,No,Not Applicable,English,0,0,0,1
